Measure	Value	Library
Encoding	Sanger / Illumina 1.9	WUB_VD29_S206_L003_R2_001_fastqc
Total Sequences	9236191	WUB_VD29_S206_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD29_S206_L003_R2_001_fastqc
Sequence length	151	WUB_VD29_S206_L003_R2_001_fastqc
%GC	62	WUB_VD29_S206_L003_R2_001_fastqc
Filename	WUB_VD30_S228_L003_R1_001.fastq.gz	WUB_VD30_S228_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD30_S228_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD30_S228_L003_R1_001_fastqc
Total Sequences	8839041	WUB_VD30_S228_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD30_S228_L003_R1_001_fastqc
Sequence length	151	WUB_VD30_S228_L003_R1_001_fastqc
%GC	61	WUB_VD30_S228_L003_R1_001_fastqc
Filename	WUB_VD30_S228_L003_R2_001.fastq.gz	WUB_VD30_S228_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD30_S228_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD30_S228_L003_R2_001_fastqc
Total Sequences	8839041	WUB_VD30_S228_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD30_S228_L003_R2_001_fastqc
Sequence length	151	WUB_VD30_S228_L003_R2_001_fastqc
%GC	61	WUB_VD30_S228_L003_R2_001_fastqc
Filename	WUB_VD31_S207_L003_R1_001.fastq.gz	WUB_VD31_S207_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD31_S207_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD31_S207_L003_R1_001_fastqc
Total Sequences	11815134	WUB_VD31_S207_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD31_S207_L003_R1_001_fastqc
Sequence length	151	WUB_VD31_S207_L003_R1_001_fastqc
%GC	61	WUB_VD31_S207_L003_R1_001_fastqc
Filename	WUB_VD31_S207_L003_R2_001.fastq.gz	WUB_VD31_S207_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD31_S207_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD31_S207_L003_R2_001_fastqc
Total Sequences	11815134	WUB_VD31_S207_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD31_S207_L003_R2_001_fastqc
Sequence length	151	WUB_VD31_S207_L003_R2_001_fastqc
%GC	61	WUB_VD31_S207_L003_R2_001_fastqc
Filename	WUB_VD32_S208_L003_R1_001.fastq.gz	WUB_VD32_S208_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD32_S208_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD32_S208_L003_R1_001_fastqc
Total Sequences	9572185	WUB_VD32_S208_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD32_S208_L003_R1_001_fastqc
Sequence length	151	WUB_VD32_S208_L003_R1_001_fastqc
%GC	61	WUB_VD32_S208_L003_R1_001_fastqc
Filename	WUB_VD32_S208_L003_R2_001.fastq.gz	WUB_VD32_S208_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD32_S208_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD32_S208_L003_R2_001_fastqc
Total Sequences	9572185	WUB_VD32_S208_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD32_S208_L003_R2_001_fastqc
Sequence length	151	WUB_VD32_S208_L003_R2_001_fastqc
%GC	61	WUB_VD32_S208_L003_R2_001_fastqc
Filename	WUB_VD33_S209_L003_R1_001.fastq.gz	WUB_VD33_S209_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD33_S209_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD33_S209_L003_R1_001_fastqc
Total Sequences	10068717	WUB_VD33_S209_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD33_S209_L003_R1_001_fastqc
Sequence length	151	WUB_VD33_S209_L003_R1_001_fastqc
%GC	61	WUB_VD33_S209_L003_R1_001_fastqc
Filename	WUB_VD33_S209_L003_R2_001.fastq.gz	WUB_VD33_S209_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD33_S209_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD33_S209_L003_R2_001_fastqc
Total Sequences	10068717	WUB_VD33_S209_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD33_S209_L003_R2_001_fastqc
Sequence length	151	WUB_VD33_S209_L003_R2_001_fastqc
%GC	61	WUB_VD33_S209_L003_R2_001_fastqc
Filename	WUB_VD34_S210_L003_R1_001.fastq.gz	WUB_VD34_S210_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD34_S210_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD34_S210_L003_R1_001_fastqc
Total Sequences	8470416	WUB_VD34_S210_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD34_S210_L003_R1_001_fastqc
Sequence length	151	WUB_VD34_S210_L003_R1_001_fastqc
%GC	61	WUB_VD34_S210_L003_R1_001_fastqc
Filename	WUB_VD34_S210_L003_R2_001.fastq.gz	WUB_VD34_S210_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD34_S210_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD34_S210_L003_R2_001_fastqc
Total Sequences	8470416	WUB_VD34_S210_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD34_S210_L003_R2_001_fastqc
Sequence length	151	WUB_VD34_S210_L003_R2_001_fastqc
%GC	61	WUB_VD34_S210_L003_R2_001_fastqc
Filename	WUB_VD35_S229_L003_R1_001.fastq.gz	WUB_VD35_S229_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD35_S229_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD35_S229_L003_R1_001_fastqc
Total Sequences	8879522	WUB_VD35_S229_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD35_S229_L003_R1_001_fastqc
Sequence length	151	WUB_VD35_S229_L003_R1_001_fastqc
%GC	61	WUB_VD35_S229_L003_R1_001_fastqc
Filename	WUB_VD35_S229_L003_R2_001.fastq.gz	WUB_VD35_S229_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD35_S229_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD35_S229_L003_R2_001_fastqc
Total Sequences	8879522	WUB_VD35_S229_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD35_S229_L003_R2_001_fastqc
Sequence length	151	WUB_VD35_S229_L003_R2_001_fastqc
%GC	61	WUB_VD35_S229_L003_R2_001_fastqc
Filename	WUB_VD36_S211_L003_R1_001.fastq.gz	WUB_VD36_S211_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD36_S211_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD36_S211_L003_R1_001_fastqc
Total Sequences	9230694	WUB_VD36_S211_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD36_S211_L003_R1_001_fastqc
Sequence length	151	WUB_VD36_S211_L003_R1_001_fastqc
%GC	62	WUB_VD36_S211_L003_R1_001_fastqc
Filename	WUB_VD36_S211_L003_R2_001.fastq.gz	WUB_VD36_S211_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD36_S211_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD36_S211_L003_R2_001_fastqc
Total Sequences	9230694	WUB_VD36_S211_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD36_S211_L003_R2_001_fastqc
Sequence length	151	WUB_VD36_S211_L003_R2_001_fastqc
%GC	61	WUB_VD36_S211_L003_R2_001_fastqc
Filename	WUB_VD37_S212_L003_R1_001.fastq.gz	WUB_VD37_S212_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD37_S212_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD37_S212_L003_R1_001_fastqc
Total Sequences	11811262	WUB_VD37_S212_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD37_S212_L003_R1_001_fastqc
Sequence length	151	WUB_VD37_S212_L003_R1_001_fastqc
%GC	62	WUB_VD37_S212_L003_R1_001_fastqc
Filename	WUB_VD37_S212_L003_R2_001.fastq.gz	WUB_VD37_S212_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD37_S212_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD37_S212_L003_R2_001_fastqc
Total Sequences	11811262	WUB_VD37_S212_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD37_S212_L003_R2_001_fastqc
Sequence length	151	WUB_VD37_S212_L003_R2_001_fastqc
%GC	61	WUB_VD37_S212_L003_R2_001_fastqc
Filename	WUB_VD38_S213_L003_R1_001.fastq.gz	WUB_VD38_S213_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD38_S213_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD38_S213_L003_R1_001_fastqc
Total Sequences	8175386	WUB_VD38_S213_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD38_S213_L003_R1_001_fastqc
Sequence length	151	WUB_VD38_S213_L003_R1_001_fastqc
%GC	61	WUB_VD38_S213_L003_R1_001_fastqc
Filename	WUB_VD38_S213_L003_R2_001.fastq.gz	WUB_VD38_S213_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD38_S213_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD38_S213_L003_R2_001_fastqc
Total Sequences	8175386	WUB_VD38_S213_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD38_S213_L003_R2_001_fastqc
Sequence length	151	WUB_VD38_S213_L003_R2_001_fastqc
%GC	61	WUB_VD38_S213_L003_R2_001_fastqc
Filename	WUB_VD39_S214_L003_R1_001.fastq.gz	WUB_VD39_S214_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD39_S214_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD39_S214_L003_R1_001_fastqc
Total Sequences	8955830	WUB_VD39_S214_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD39_S214_L003_R1_001_fastqc
Sequence length	151	WUB_VD39_S214_L003_R1_001_fastqc
%GC	62	WUB_VD39_S214_L003_R1_001_fastqc
Filename	WUB_VD39_S214_L003_R2_001.fastq.gz	WUB_VD39_S214_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD39_S214_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD39_S214_L003_R2_001_fastqc
Total Sequences	8955830	WUB_VD39_S214_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD39_S214_L003_R2_001_fastqc
Sequence length	151	WUB_VD39_S214_L003_R2_001_fastqc
%GC	62	WUB_VD39_S214_L003_R2_001_fastqc
Filename	WUB_VD40_S215_L003_R1_001.fastq.gz	WUB_VD40_S215_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD40_S215_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD40_S215_L003_R1_001_fastqc
Total Sequences	8532957	WUB_VD40_S215_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD40_S215_L003_R1_001_fastqc
Sequence length	151	WUB_VD40_S215_L003_R1_001_fastqc
%GC	62	WUB_VD40_S215_L003_R1_001_fastqc
Filename	WUB_VD40_S215_L003_R2_001.fastq.gz	WUB_VD40_S215_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD40_S215_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD40_S215_L003_R2_001_fastqc
Total Sequences	8532957	WUB_VD40_S215_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD40_S215_L003_R2_001_fastqc
Sequence length	151	WUB_VD40_S215_L003_R2_001_fastqc
%GC	62	WUB_VD40_S215_L003_R2_001_fastqc
Filename	WUB_VD41_S216_L003_R1_001.fastq.gz	WUB_VD41_S216_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD41_S216_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD41_S216_L003_R1_001_fastqc
Total Sequences	8963162	WUB_VD41_S216_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD41_S216_L003_R1_001_fastqc
Sequence length	151	WUB_VD41_S216_L003_R1_001_fastqc
%GC	62	WUB_VD41_S216_L003_R1_001_fastqc
Filename	WUB_VD41_S216_L003_R2_001.fastq.gz	WUB_VD41_S216_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD41_S216_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD41_S216_L003_R2_001_fastqc
Total Sequences	8963162	WUB_VD41_S216_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD41_S216_L003_R2_001_fastqc
Sequence length	151	WUB_VD41_S216_L003_R2_001_fastqc
%GC	62	WUB_VD41_S216_L003_R2_001_fastqc
Filename	WUB_VD42_S217_L003_R1_001.fastq.gz	WUB_VD42_S217_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD42_S217_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD42_S217_L003_R1_001_fastqc
Total Sequences	8396098	WUB_VD42_S217_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD42_S217_L003_R1_001_fastqc
Sequence length	151	WUB_VD42_S217_L003_R1_001_fastqc
%GC	62	WUB_VD42_S217_L003_R1_001_fastqc
Filename	WUB_VD42_S217_L003_R2_001.fastq.gz	WUB_VD42_S217_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD42_S217_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD42_S217_L003_R2_001_fastqc
Total Sequences	8396098	WUB_VD42_S217_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD42_S217_L003_R2_001_fastqc
Sequence length	151	WUB_VD42_S217_L003_R2_001_fastqc
%GC	62	WUB_VD42_S217_L003_R2_001_fastqc
Filename	WUB_VD43_S238_L003_R1_001.fastq.gz	WUB_VD43_S238_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD43_S238_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD43_S238_L003_R1_001_fastqc
Total Sequences	8254089	WUB_VD43_S238_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD43_S238_L003_R1_001_fastqc
Sequence length	151	WUB_VD43_S238_L003_R1_001_fastqc
%GC	62	WUB_VD43_S238_L003_R1_001_fastqc
Filename	WUB_VD43_S238_L003_R2_001.fastq.gz	WUB_VD43_S238_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD43_S238_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD43_S238_L003_R2_001_fastqc
Total Sequences	8254089	WUB_VD43_S238_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD43_S238_L003_R2_001_fastqc
Sequence length	151	WUB_VD43_S238_L003_R2_001_fastqc
%GC	62	WUB_VD43_S238_L003_R2_001_fastqc
Filename	WUB_VD44_S230_L003_R1_001.fastq.gz	WUB_VD44_S230_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD44_S230_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD44_S230_L003_R1_001_fastqc
Total Sequences	8142570	WUB_VD44_S230_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD44_S230_L003_R1_001_fastqc
Sequence length	151	WUB_VD44_S230_L003_R1_001_fastqc
%GC	63	WUB_VD44_S230_L003_R1_001_fastqc
Filename	WUB_VD44_S230_L003_R2_001.fastq.gz	WUB_VD44_S230_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD44_S230_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD44_S230_L003_R2_001_fastqc
Total Sequences	8142570	WUB_VD44_S230_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD44_S230_L003_R2_001_fastqc
Sequence length	151	WUB_VD44_S230_L003_R2_001_fastqc
%GC	63	WUB_VD44_S230_L003_R2_001_fastqc
Filename	WUB_VD45_S231_L003_R1_001.fastq.gz	WUB_VD45_S231_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD45_S231_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD45_S231_L003_R1_001_fastqc
Total Sequences	8316684	WUB_VD45_S231_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD45_S231_L003_R1_001_fastqc
Sequence length	151	WUB_VD45_S231_L003_R1_001_fastqc
%GC	63	WUB_VD45_S231_L003_R1_001_fastqc
Filename	WUB_VD45_S231_L003_R2_001.fastq.gz	WUB_VD45_S231_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD45_S231_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD45_S231_L003_R2_001_fastqc
Total Sequences	8316684	WUB_VD45_S231_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD45_S231_L003_R2_001_fastqc
Sequence length	151	WUB_VD45_S231_L003_R2_001_fastqc
%GC	63	WUB_VD45_S231_L003_R2_001_fastqc
Filename	WUB_VD46_S239_L003_R1_001.fastq.gz	WUB_VD46_S239_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD46_S239_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD46_S239_L003_R1_001_fastqc
Total Sequences	8356537	WUB_VD46_S239_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD46_S239_L003_R1_001_fastqc
Sequence length	151	WUB_VD46_S239_L003_R1_001_fastqc
%GC	64	WUB_VD46_S239_L003_R1_001_fastqc
Filename	WUB_VD46_S239_L003_R2_001.fastq.gz	WUB_VD46_S239_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD46_S239_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD46_S239_L003_R2_001_fastqc
Total Sequences	8356537	WUB_VD46_S239_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD46_S239_L003_R2_001_fastqc
Sequence length	151	WUB_VD46_S239_L003_R2_001_fastqc
%GC	64	WUB_VD46_S239_L003_R2_001_fastqc
Filename	WUB_VD47_S240_L003_R1_001.fastq.gz	WUB_VD47_S240_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD47_S240_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD47_S240_L003_R1_001_fastqc
Total Sequences	10075876	WUB_VD47_S240_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD47_S240_L003_R1_001_fastqc
Sequence length	151	WUB_VD47_S240_L003_R1_001_fastqc
%GC	64	WUB_VD47_S240_L003_R1_001_fastqc
Filename	WUB_VD47_S240_L003_R2_001.fastq.gz	WUB_VD47_S240_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD47_S240_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD47_S240_L003_R2_001_fastqc
Total Sequences	10075876	WUB_VD47_S240_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD47_S240_L003_R2_001_fastqc
Sequence length	151	WUB_VD47_S240_L003_R2_001_fastqc
%GC	64	WUB_VD47_S240_L003_R2_001_fastqc
Filename	WUB_VD48_S232_L003_R1_001.fastq.gz	WUB_VD48_S232_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VD48_S232_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD48_S232_L003_R1_001_fastqc
Total Sequences	8794787	WUB_VD48_S232_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VD48_S232_L003_R1_001_fastqc
Sequence length	151	WUB_VD48_S232_L003_R1_001_fastqc
%GC	63	WUB_VD48_S232_L003_R1_001_fastqc
Filename	WUB_VD48_S232_L003_R2_001.fastq.gz	WUB_VD48_S232_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VD48_S232_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VD48_S232_L003_R2_001_fastqc
Total Sequences	8794787	WUB_VD48_S232_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VD48_S232_L003_R2_001_fastqc
Sequence length	151	WUB_VD48_S232_L003_R2_001_fastqc
%GC	63	WUB_VD48_S232_L003_R2_001_fastqc
Filename	WUB_VN01_S173_L003_R1_001.fastq.gz	WUB_VN01_S173_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VN01_S173_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN01_S173_L003_R1_001_fastqc
Total Sequences	11594361	WUB_VN01_S173_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VN01_S173_L003_R1_001_fastqc
Sequence length	151	WUB_VN01_S173_L003_R1_001_fastqc
%GC	65	WUB_VN01_S173_L003_R1_001_fastqc
Filename	WUB_VN01_S173_L003_R2_001.fastq.gz	WUB_VN01_S173_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VN01_S173_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN01_S173_L003_R2_001_fastqc
Total Sequences	11594361	WUB_VN01_S173_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VN01_S173_L003_R2_001_fastqc
Sequence length	151	WUB_VN01_S173_L003_R2_001_fastqc
%GC	65	WUB_VN01_S173_L003_R2_001_fastqc
Filename	WUB_VN02_S174_L003_R1_001.fastq.gz	WUB_VN02_S174_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VN02_S174_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN02_S174_L003_R1_001_fastqc
Total Sequences	11635976	WUB_VN02_S174_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VN02_S174_L003_R1_001_fastqc
Sequence length	151	WUB_VN02_S174_L003_R1_001_fastqc
%GC	65	WUB_VN02_S174_L003_R1_001_fastqc
Filename	WUB_VN02_S174_L003_R2_001.fastq.gz	WUB_VN02_S174_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VN02_S174_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN02_S174_L003_R2_001_fastqc
Total Sequences	11635976	WUB_VN02_S174_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VN02_S174_L003_R2_001_fastqc
Sequence length	151	WUB_VN02_S174_L003_R2_001_fastqc
%GC	65	WUB_VN02_S174_L003_R2_001_fastqc
Filename	WUB_VN03_S175_L003_R1_001.fastq.gz	WUB_VN03_S175_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VN03_S175_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN03_S175_L003_R1_001_fastqc
Total Sequences	9197672	WUB_VN03_S175_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VN03_S175_L003_R1_001_fastqc
Sequence length	151	WUB_VN03_S175_L003_R1_001_fastqc
%GC	65	WUB_VN03_S175_L003_R1_001_fastqc
Filename	WUB_VN03_S175_L003_R2_001.fastq.gz	WUB_VN03_S175_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VN03_S175_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN03_S175_L003_R2_001_fastqc
Total Sequences	9197672	WUB_VN03_S175_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VN03_S175_L003_R2_001_fastqc
Sequence length	151	WUB_VN03_S175_L003_R2_001_fastqc
%GC	65	WUB_VN03_S175_L003_R2_001_fastqc
Filename	WUB_VN04_S176_L003_R1_001.fastq.gz	WUB_VN04_S176_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VN04_S176_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN04_S176_L003_R1_001_fastqc
Total Sequences	11932335	WUB_VN04_S176_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VN04_S176_L003_R1_001_fastqc
Sequence length	151	WUB_VN04_S176_L003_R1_001_fastqc
%GC	64	WUB_VN04_S176_L003_R1_001_fastqc
Filename	WUB_VN04_S176_L003_R2_001.fastq.gz	WUB_VN04_S176_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VN04_S176_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN04_S176_L003_R2_001_fastqc
Total Sequences	11932335	WUB_VN04_S176_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VN04_S176_L003_R2_001_fastqc
Sequence length	151	WUB_VN04_S176_L003_R2_001_fastqc
%GC	64	WUB_VN04_S176_L003_R2_001_fastqc
Filename	WUB_VN05_S177_L003_R1_001.fastq.gz	WUB_VN05_S177_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VN05_S177_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN05_S177_L003_R1_001_fastqc
Total Sequences	9288817	WUB_VN05_S177_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VN05_S177_L003_R1_001_fastqc
Sequence length	151	WUB_VN05_S177_L003_R1_001_fastqc
%GC	63	WUB_VN05_S177_L003_R1_001_fastqc
Filename	WUB_VN05_S177_L003_R2_001.fastq.gz	WUB_VN05_S177_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VN05_S177_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN05_S177_L003_R2_001_fastqc
Total Sequences	9288817	WUB_VN05_S177_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VN05_S177_L003_R2_001_fastqc
Sequence length	151	WUB_VN05_S177_L003_R2_001_fastqc
%GC	63	WUB_VN05_S177_L003_R2_001_fastqc
Filename	WUB_VN06_S178_L003_R1_001.fastq.gz	WUB_VN06_S178_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VN06_S178_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN06_S178_L003_R1_001_fastqc
Total Sequences	10982458	WUB_VN06_S178_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VN06_S178_L003_R1_001_fastqc
Sequence length	151	WUB_VN06_S178_L003_R1_001_fastqc
%GC	64	WUB_VN06_S178_L003_R1_001_fastqc
Filename	WUB_VN06_S178_L003_R2_001.fastq.gz	WUB_VN06_S178_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VN06_S178_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN06_S178_L003_R2_001_fastqc
Total Sequences	10982458	WUB_VN06_S178_L003_R2_001_fastqc
Sequences flagged as poor quality	0	WUB_VN06_S178_L003_R2_001_fastqc
Sequence length	151	WUB_VN06_S178_L003_R2_001_fastqc
%GC	64	WUB_VN06_S178_L003_R2_001_fastqc
Filename	WUB_VN07_S179_L003_R1_001.fastq.gz	WUB_VN07_S179_L003_R1_001_fastqc
File type	Conventional base calls	WUB_VN07_S179_L003_R1_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN07_S179_L003_R1_001_fastqc
Total Sequences	9892907	WUB_VN07_S179_L003_R1_001_fastqc
Sequences flagged as poor quality	0	WUB_VN07_S179_L003_R1_001_fastqc
Sequence length	151	WUB_VN07_S179_L003_R1_001_fastqc
%GC	61	WUB_VN07_S179_L003_R1_001_fastqc
Filename	WUB_VN07_S179_L003_R2_001.fastq.gz	WUB_VN07_S179_L003_R2_001_fastqc
File type	Conventional base calls	WUB_VN07_S179_L003_R2_001_fastqc
Encoding	Sanger / Illumina 1.9	WUB_VN07_S179_L003_R2_001_fastqc
